transaction_id,date,product,category,quantity,unit_price,region,customer_id
447,2023-08-13,Novel,Books,4,11.76,West,1326
448,2023-05-14,Vase,Home,10,6.05,Southeast,6582
449,2024-12-22,Scarf,Clothing,3,18.33,West,3320
450,2024-08-23,Keyboard,Electronics,6,961.73,Southwest,2655
451,2024-10-16,Eggs,Groceries,3,8.73,Southwest,8982
452,2024-01-01,Bread,Groceries,9,17.96,West,4657
453,2023-07-01,Blanket,Home,5,37.77,Southeast,1029
454,2023-07-06,Candle,Home,10,77.45,Northeast,6213
455,2023-05-25,Mug,Home,2,59.72,Southwest,6425
456,2024-10-13,Headphones,Electronics,6,366.4,Southeast,2453
457,2024-12-10,Cheese,Groceries,4,1.26,Southeast,2110
458,2024-01-31,Eggs,Groceries,1,19.88,Northeast,8179
459,2023-12-26,Cookbook,Books,8,71.33,Southwest,9946
460,2023-06-16,Textbook,Books,10,67.15,Southeast,8393
461,2023-04-18,Laptop,Electronics,6,316.05,Midwest,2215
462,2024-07-14,Bread,Groceries,3,22.3,Northeast,2525
463,2024-09-13,Cheese,Groceries,7,17.9,Southeast,8113
464,2024-02-24,T-Shirt,Clothing,4,24.17,Southeast,9849
465,2024-02-07,Eggs,Groceries,2,8.13,Northeast,9043
466,2023-10-29,T-Shirt,Clothing,7,60.51,Northeast,8869
467,2023-03-25,Jeans,Clothing,3,13.59,Midwest,8758
468,2024-11-07,Monitor,Electronics,8,791.32,Southwest,5341
469,2023-07-11,Mouse,Electronics,7,209.32,Midwest,8303
470,2023-10-03,Monitor,Electronics,5,456.54,Southeast,2009
471,2024-02-28,Jeans,Clothing,6,21.99,West,4727
472,2024-07-02,Lamp,Home,9,76.62,Southwest,8779
473,2023-02-05,Mug,Home,2,46.0,Southwest,9226
474,2023-06-21,Blanket,Home,8,16.09,Southeast,4471
475,2023-07-26,Jacket,Clothing,2,15.96,Southwest,3422
476,2024-02-02,Plate,Home,2,32.85,Northeast,7510
477,2023-01-13,Towel,Home,9,77.95,Southwest,9561
478,2024-08-25,Textbook,Books,3,36.07,West,2641
479,2024-02-25,Phone,Electronics,9,792.16,Midwest,5327
480,2023-06-26,Guide,Books,8,47.89,Northeast,5512
481,2024-02-10,Cookbook,Books,7,51.36,Northeast,6431
482,2023-01-21,T-Shirt,Clothing,5,114.39,Midwest,6535
483,2023-08-22,Eggs,Groceries,8,7.72,Northeast,3201
484,2024-03-02,Cheese,Groceries,6,19.57,Midwest,2462
485,2024-06-12,Dress,Clothing,7,39.58,Southwest,7126
486,2023-05-19,Tablet,Electronics,9,93.64,Southwest,9589
487,2023-09-13,Lamp,Home,4,20.58,Northeast,1541
488,2024-01-13,Novel,Books,4,73.84,Midwest,8605
489,2023-09-05,Candle,Home,2,59.36,Northeast,7102
490,2024-07-18,Guide,Books,8,18.31,West,6730
491,2023-10-19,Bread,Groceries,5,21.09,Northeast,1449
492,2023-08-15,Novel,Books,10,17.21,Southeast,4688
493,2024-11-29,Hat,Clothing,9,101.21,Northeast,1145
494,2023-08-18,Cookbook,Books,10,53.54,Northeast,5135
495,2024-01-21,Plate,Home,5,65.86,Southwest,6713
496,2024-09-30,Comic,Books,5,21.36,West,7506
497,2024-10-24,Pillow,Home,6,6.61,West,5631
498,2024-10-17,Pasta,Groceries,6,12.55,Midwest,6327
499,2023-06-03,Eggs,Groceries,5,16.74,Southeast,9475
500,2024-11-07,T-Shirt,Clothing,10,122.75,Southwest,6236
